participant,sim_id,trial_index,trial_biome,chosen_block,chosen_row,points,cf_diff,belief_chosen_row,belief_biome_overworld,belief_biome_cave,belief_biome_deep,feedback,salience,salience_mode,forced_creeper_trial
S055,0,9,deep,12,3,4.0,-0.5,3.2845999999999997,0.82054,0.7868766666666667,2.402533333333333,full,little,highlight,False
S055,0,10,deep,12,3,4.0,,3.57076,0.82054,0.7868766666666667,2.474073333333333,full,none,,False
S055,0,11,overworld,0,0,0.0,,0.3266,0.65724,0.7868766666666667,2.474073333333333,partial,none,,False
S055,0,12,cave,4,1,2.0,,1.342957142857143,0.65724,0.8525809523809524,2.474073333333333,partial,none,,False
S055,0,13,cave,12,3,0.0,1.625,0.28014,0.65724,0.8058909523809524,2.474073333333333,full,a_lot,highlight,False
S055,0,14,deep,13,3,4.0,-1.7142857142857144,3.6933999999999996,0.65724,0.8058909523809524,2.5047333333333333,full,a_lot,consider,False
S055,0,15,overworld,12,3,4.0,-3.142857142857143,1.8542571428571428,0.8718142857142857,0.8058909523809524,2.5047333333333333,full,a_lot,highlight,False
S055,0,16,deep,12,3,2.0,,3.3170888888888883,0.8718142857142857,0.8058909523809524,2.410655555555555,full,none,,False
S055,0,17,overworld,12,3,0.0,,1.4422,0.7687999999999999,0.8058909523809524,2.410655555555555,partial,none,,False
S055,0,18,overworld,12,3,0.0,1.25,1.1799818181818182,0.7032454545454545,0.8058909523809524,2.410655555555555,full,a_lot,highlight,False
S055,0,19,overworld,12,3,1.0,0.0,1.1522923076923077,0.6963230769230769,0.8058909523809524,2.410655555555555,full,little,highlight,False
S055,0,20,deep,12,3,4.0,-1.8571428571428572,3.441254545454545,0.6963230769230769,0.8058909523809524,2.4416969696969693,full,a_lot,highlight,False
S055,0,21,deep,12,3,2.0,,3.2195230769230765,0.6963230769230769,0.8058909523809524,2.3862641025641023,partial,none,,False
S055,0,22,cave,8,2,0.0,,0.68014,0.6963230769230769,0.6925342857142857,2.3862641025641023,partial,none,,False
S055,0,23,deep,12,3,4.0,,3.323586666666666,0.6963230769230769,0.6925342857142857,2.4122799999999995,partial,none,,False
S055,0,24,overworld,12,3,4.0,,1.5319866666666666,0.7912466666666667,0.6925342857142857,2.4122799999999995,partial,none,,False
S055,0,25,deep,3,0,4.0,-4.0,3.2845999999999997,0.7912466666666667,0.6925342857142857,2.7699799999999994,full,little,consider,False
S055,0,26,overworld,8,2,0.0,,0.3266,0.6279466666666667,0.6925342857142857,2.7699799999999994,full,none,,False
S055,0,27,overworld,14,3,1.0,0.0,1.4693999999999998,0.6123,0.6925342857142857,2.7699799999999994,full,little,consider,False
S055,0,28,overworld,12,3,3.0,,1.630515789473684,0.6525789473684209,0.6925342857142857,2.7699799999999994,partial,none,,False
S055,0,29,cave,4,1,0.0,,1.0445222222222221,0.6525789473684209,0.6179255555555555,2.7699799999999994,partial,none,,False
S055,0,30,cave,8,2,2.0,,1.057242857142857,0.6525789473684209,0.7122012698412697,2.7699799999999994,partial,none,,False
S055,0,31,deep,12,3,0.0,,2.9325764705882347,0.6525789473684209,0.7122012698412697,2.6722274509803916,partial,none,,False
S055,0,32,overworld,12,3,4.0,,1.856180952380952,0.708995238095238,0.7122012698412697,2.6722274509803916,partial,none,,False
S055,0,33,deep,0,0,0.0,,1.97076,0.708995238095238,0.7122012698412697,2.343767450980392,partial,none,,True
S055,0,34,overworld,12,3,3.0,,1.9556434782608692,0.7338608695652173,0.7122012698412697,2.343767450980392,partial,none,,False
S055,0,35,overworld,0,0,0.0,,0.19596000000000002,0.7012008695652173,0.7122012698412697,2.343767450980392,partial,none,,False
S055,0,36,overworld,12,3,1.0,0.0,1.8791919999999998,0.6820879999999999,0.7122012698412697,2.343767450980392,full,little,highlight,False
S055,0,37,deep,4,1,0.0,2.0,1.57076,0.6820879999999999,0.7122012698412697,2.0819741176470585,full,a_lot,consider,False
S055,0,38,deep,12,3,0.0,3.0,2.6238842105263154,0.6820879999999999,0.7122012698412697,2.0048010526315787,full,little,consider,False
S055,0,39,cave,8,2,0.0,,0.8222999999999998,0.6820879999999999,0.6534655555555554,2.0048010526315787,partial,none,,False
S055,0,40,overworld,12,3,0.0,,1.7399925925925923,0.6472881481481481,0.6534655555555554,2.0048010526315787,full,none,,False
S055,0,41,cave,4,1,0.0,,0.8546090909090908,0.6472881481481481,0.6059872727272726,2.0048010526315787,partial,none,,False
S055,0,42,overworld,12,3,0.0,,1.6199931034482755,0.6172882758620689,0.6059872727272726,2.0048010526315787,partial,none,,False
S055,0,43,overworld,12,3,0.0,,1.5154774193548384,0.5911593548387096,0.6059872727272726,2.0048010526315787,partial,none,,True
S055,0,44,deep,8,2,1.0,0.5,1.2846,0.5911593548387096,0.6059872727272726,1.862501052631579,full,little,highlight,False
S055,0,45,overworld,12,3,2.0,,1.544842424242424,0.598500606060606,0.6059872727272726,1.862501052631579,partial,none,,False
S055,0,46,deep,4,1,0.0,,1.1219714285714284,0.598500606060606,0.6059872727272726,1.750303909774436,partial,none,,True
S055,0,47,cave,0,0,2.0,,1.08014,0.598500606060606,0.7592972727272727,1.750303909774436,partial,none,,False
S055,0,48,cave,11,2,4.0,-4.0,1.4000636363636363,0.598500606060606,0.9037381818181818,1.750303909774436,full,little,consider,False
S055,0,49,deep,12,3,3.0,,2.6597047619047616,0.598500606060606,0.9037381818181818,1.7592590476190475,partial,none,,False
S055,0,50,deep,12,3,4.0,,2.776252173913043,0.598500606060606,0.9037381818181818,1.788395900621118,partial,none,,False
S055,0,51,cave,0,0,0.0,,0.7715285714285715,0.598500606060606,0.8265853246753246,1.788395900621118,partial,none,,True
S055,0,52,deep,12,3,2.0,,2.714152,0.598500606060606,0.8265853246753246,1.7728708571428573,partial,none,,False
S055,0,53,cave,4,1,0.0,,0.7231307692307691,0.598500606060606,0.7937157442557442,1.7728708571428573,partial,none,,True
S055,0,54,deep,12,3,2.0,-0.5,2.6612518518518513,0.598500606060606,0.7937157442557442,1.75964582010582,full,a_lot,highlight,False
S055,0,55,cave,9,2,3.0,-2.0,1.6462076923076925,0.598500606060606,0.8552517582417583,1.75964582010582,full,little,consider,False
S055,0,56,cave,9,2,0.0,1.8571428571428572,1.4267133333333333,0.598500606060606,0.8003781684981685,1.75964582010582,full,a_lot,consider,False
S055,0,57,overworld,12,3,0.0,,1.456565714285714,0.5764314285714285,0.8003781684981685,1.75964582010582,partial,none,,False
S055,0,58,cave,8,2,0.0,0.0,1.258864705882353,0.5764314285714285,0.7584160116354234,1.75964582010582,full,little,highlight,False
S055,0,59,deep,12,3,0.0,,2.4777172413793096,0.5764314285714285,0.7584160116354234,1.7137621674876846,partial,none,,False
S055,0,60,overworld,12,3,2.0,-0.7142857142857142,1.4859405405405404,0.5837751351351351,0.7584160116354234,1.7137621674876846,full,a_lot,consider,False
S055,0,61,deep,12,3,4.0,,2.5759290322580637,0.5837751351351351,0.7584160116354234,1.738315115207373,partial,none,,False
S055,0,62,cave,0,0,1.0,,0.8223,0.5837751351351351,0.7711088687782804,1.738315115207373,partial,none,,False
S055,0,63,deep,0,0,0.0,,1.4076857142857142,0.5837751351351351,0.7711088687782804,1.5975465437788015,partial,none,,False
S055,0,64,cave,8,2,0.0,,1.1263526315789474,0.5837751351351351,0.7379808502024291,1.5975465437788015,partial,none,,False
S055,0,65,cave,10,2,3.0,-1.2857142857142858,1.3047952380952381,0.5837751351351351,0.7825915018315018,1.5975465437788015,full,a_lot,consider,False
S056,0,0,overworld,8,2,0.0,,0.3266,0.8165,1.4007,1.8538000000000001,partial,none,,False
S056,0,1,overworld,0,0,1.0,1.0,0.9932666666666666,0.8198666666666666,1.4007,1.8538000000000001,full,little,highlight,False
S056,0,2,deep,8,2,0.0,,0.6179333333333333,0.8198666666666666,1.4007,1.5448333333333335,partial,none,,False
S056,0,3,cave,4,1,1.0,,1.1335666666666666,0.8198666666666666,1.3339166666666666,1.5448333333333335,partial,none,,False
S056,0,4,deep,0,0,0.0,,0.6179333333333333,0.8198666666666666,1.3339166666666666,1.2358666666666667,partial,none,,True
S056,0,5,overworld,0,0,0.0,,0.59596,0.72054,1.3339166666666666,1.2358666666666667,partial,none,,False
S056,0,6,deep,4,1,0.0,,0.6179333333333333,0.72054,1.3339166666666666,0.9269000000000001,partial,none,,False
S056,0,7,cave,12,3,0.0,,0.4669,0.72054,1.1004666666666667,0.9269000000000001,partial,none,,False
S056,0,8,deep,12,3,0.0,,0.6179333333333333,0.72054,1.1004666666666667,0.6179333333333333,partial,none,,False
S056,0,9,overworld,0,0,0.0,,0.4256857142857143,0.6779714285714286,1.1004666666666667,0.6179333333333333,partial,none,,True
S056,0,10,deep,8,2,0.0,,0.37076000000000003,0.6779714285714286,1.1004666666666667,0.55614,full,none,,False
S056,0,11,cave,8,2,0.0,,0.4669,0.6779714285714286,0.8670166666666665,0.55614,partial,none,,False
S056,0,12,overworld,4,1,0.0,,0.3266,0.5146714285714286,0.8670166666666665,0.55614,partial,none,,False
S056,0,13,overworld,12,3,4.0,-2.2857142857142856,2.993266666666667,1.0180380952380954,0.8670166666666665,0.55614,full,a_lot,highlight,False
S056,0,14,overworld,12,3,0.0,,1.7959600000000002,0.7187114285714287,0.8670166666666665,0.55614,partial,none,,False
S056,0,15,deep,6,1,3.0,-1.4285714285714286,1.57076,0.7187114285714287,0.8670166666666665,0.7943466666666666,full,a_lot,consider,False
S056,0,16,overworld,12,3,2.0,,1.8542571428571428,0.7332857142857143,0.8670166666666665,0.7943466666666666,partial,none,,False
S056,0,17,overworld,12,3,2.0,,1.8866444444444441,0.7413825396825395,0.8670166666666665,0.7943466666666666,partial,none,,False
S056,0,18,deep,4,1,2.0,,1.6933999999999998,0.7413825396825395,0.8670166666666665,0.8250066666666667,partial,none,,False
S056,0,19,overworld,15,3,0.0,1.0,1.5436181818181816,0.655625974025974,0.8670166666666665,0.8250066666666667,full,little,consider,False
S056,0,20,cave,0,0,0.0,,0.4669,0.655625974025974,0.6335666666666666,0.8250066666666667,partial,none,,True
S056,0,21,cave,4,1,0.0,,0.68014,0.655625974025974,0.52021,0.8250066666666667,partial,none,,False
S056,0,22,overworld,12,3,3.0,,1.767676923076923,0.7116406593406592,0.52021,0.8250066666666667,full,none,,False
S056,0,23,overworld,12,3,0.0,1.5,1.5319866666666664,0.6527180952380951,0.52021,0.8250066666666667,full,little,highlight,False
S056,0,24,overworld,12,3,3.0,-1.25,1.7046941176470587,0.6958949579831932,0.52021,0.8250066666666667,full,a_lot,highlight,False
S056,0,25,cave,4,1,1.0,,0.7715285714285713,0.6958949579831932,0.5430571428571428,0.8250066666666667,partial,none,,False
S056,0,26,cave,4,1,4.0,-1.0,1.4889666666666665,0.6958949579831932,0.7224166666666666,0.8250066666666667,full,little,highlight,False
S056,0,27,cave,4,1,0.0,,1.2182454545454544,0.6958949579831932,0.6547363636363636,0.8250066666666667,partial,none,,False
S056,0,28,deep,4,1,3.0,-0.5714285714285716,1.9837555555555555,0.6958949579831932,0.6547363636363636,0.8975955555555556,full,a_lot,consider,False
S056,0,29,deep,4,1,0.0,,1.6230727272727272,0.6958949579831932,0.6547363636363636,0.8074248484848485,partial,none,,False
S056,0,30,overworld,12,3,0.0,,1.5252526315789472,0.6510345864661653,0.6547363636363636,0.8074248484848485,partial,none,,False
S056,0,31,cave,4,1,4.0,-2.571428571428571,1.6462076923076925,0.6510345864661653,0.761726923076923,0.8074248484848485,full,a_lot,consider,False
S056,0,32,cave,15,3,3.0,1.0,1.4801400000000002,0.6510345864661653,1.0150369230769232,0.8074248484848485,full,little,consider,False
S056,0,33,deep,0,0,0.0,,0.37076000000000003,0.6510345864661653,1.0150369230769232,0.7456315151515152,full,none,,False
S056,0,34,deep,12,3,4.0,-4.0,1.97076,0.6510345864661653,1.0150369230769232,1.083838181818182,full,little,highlight,False
S056,0,35,deep,4,1,4.0,-4.0,1.9887538461538463,0.6510345864661653,1.0150369230769232,1.1752584615384616,full,little,highlight,False
S056,0,36,overworld,12,3,3.0,,1.6657047619047616,0.686147619047619,1.0150369230769232,1.1752584615384616,partial,none,,False
S056,0,37,deep,12,3,3.0,,2.264828571428571,0.686147619047619,1.0150369230769232,1.2487756043956044,partial,none,,False
S056,0,38,overworld,12,3,2.0,,1.6947739130434778,0.693414906832298,1.0150369230769232,1.2487756043956044,partial,none,,False
S056,0,39,overworld,13,3,1.0,-0.1428571428571429,1.6391919999999995,0.6795194285714284,1.0150369230769232,1.2487756043956044,full,a_lot,consider,False
S056,0,40,cave,12,3,2.0,,1.6286714285714285,0.6795194285714284,1.0521697802197802,1.2487756043956044,partial,none,,False
S056,0,41,cave,12,3,0.0,,1.2667444444444445,0.6795194285714284,0.9616880341880342,1.2487756043956044,partial,none,,False
S056,0,42,overworld,13,3,0.0,0.14285714285714285,1.51777037037037,0.649164021164021,0.9616880341880342,1.2487756043956044,full,a_lot,consider,False
S056,0,43,deep,12,3,0.0,,1.761533333333333,0.649164021164021,0.9616880341880342,1.1229517948717949,partial,none,,False
S056,0,44,cave,4,1,0.0,,1.4267133333333333,0.649164021164021,0.9068144444444444,1.1229517948717949,partial,none,,True
S056,0,45,cave,12,3,4.0,,1.7637,0.649164021164021,1.0310533333333334,1.1229517948717949,partial,none,,False
S056,0,46,cave,12,3,0.0,,1.4923615384615385,0.649164021164021,0.9632187179487179,1.1229517948717949,full,none,,False
S056,0,47,deep,4,1,3.0,-1.875,2.1235866666666667,0.649164021164021,0.9632187179487179,1.15666,full,a_lot,highlight,False
S056,0,48,overworld,8,2,1.0,,0.59596,0.716504021164021,0.9632187179487179,1.15666,partial,none,,False
S056,0,49,overworld,8,2,0.0,,0.4256857142857143,0.6739354497354496,0.9632187179487179,1.15666,partial,none,,True
S056,0,50,deep,4,1,0.0,2.0,1.8737529411764706,0.6739354497354496,0.9632187179487179,1.0942015686274509,full,a_lot,highlight,False
S056,0,51,deep,4,1,3.0,,1.9923052631578946,0.6739354497354496,0.9632187179487179,1.1238396491228069,partial,none,,False
S056,0,52,overworld,12,3,4.0,,1.6889586206896547,0.7167325123152708,0.9632187179487179,1.1238396491228069,full,none,,False
S056,0,53,cave,12,3,0.0,,1.29338,0.7167325123152708,0.9134733333333332,1.1238396491228069,partial,none,,False
S056,0,54,deep,4,1,3.0,,2.0882761904761904,0.7167325123152708,0.9134733333333332,1.147832380952381,partial,none,,False
S056,0,55,cave,12,3,2.0,,1.3765117647058824,0.7167325123152708,0.9342562745098039,1.147832380952381,full,none,,False
S056,0,56,cave,8,2,2.0,0.0,1.08014,0.7167325123152708,1.087566274509804,1.147832380952381,full,a_lot,consider,False
S056,0,57,deep,4,1,0.0,,1.906686956521739,0.7167325123152708,1.087566274509804,1.1024350724637682,partial,none,,False
S056,0,58,cave,12,3,4.0,-2.375,1.6526684210526315,0.7167325123152708,1.1566054385964912,1.1024350724637682,full,a_lot,highlight,False
S056,0,59,deep,7,1,0.0,0.0,1.754152,0.7167325123152708,1.1566054385964912,1.0643013333333333,full,little,consider,False
S056,0,60,cave,12,3,0.0,0.625,1.4952714285714284,0.7167325123152708,1.1172561904761904,1.0643013333333333,full,a_lot,highlight,False
S056,0,61,cave,14,3,3.0,0.0,1.6261173913043478,0.7167325123152708,1.1499676811594202,1.0643013333333333,full,little,consider,False
S056,0,62,overworld,11,2,1.0,-1.0,0.5533111111111111,0.74863886152162,1.1499676811594202,1.0643013333333333,full,little,consider,False
S056,0,63,deep,4,1,0.0,,1.6242148148148148,0.74863886152162,1.1499676811594202,1.031817037037037,partial,none,,True
S056,0,64,deep,2,0,0.0,0.0,0.2648285714285714,0.74863886152162,1.1499676811594202,1.00533417989418,full,little,consider,False
S056,0,65,cave,4,1,2.0,-0.5,1.4941588235294119,0.74863886152162,1.1668290537084398,1.00533417989418,full,little,highlight,False
S057,0,0,deep,8,2,4.0,,3.2845999999999997,0.9798,1.4007,2.2115,partial,none,,False
S057,0,1,cave,1,0,0.0,0.0,0.4669,0.9798,1.1672500000000001,2.2115,full,little,consider,False
S057,0,2,cave,4,1,0.0,,0.4669,0.9798,0.9338000000000001,2.2115,partial,none,,False
S057,0,3,cave,12,3,0.0,,0.4669,0.9798,0.70035,2.2115,full,none,,False
S057,0,4,cave,8,2,1.0,2.0,1.1335666666666666,0.9798,0.6335666666666666,2.2115,full,little,highlight,False
S057,0,5,overworld,4,1,0.0,,0.3266,0.8165,0.6335666666666666,2.2115,partial,none,,True
S057,0,6,overworld,12,3,4.0,,2.993266666666667,1.3198666666666667,0.6335666666666666,2.2115,partial,none,,False
S057,0,7,deep,10,2,0.0,4.0,1.97076,1.3198666666666667,0.6335666666666666,1.8830400000000003,full,little,consider,False
S057,0,8,overworld,12,3,2.0,-1.0,2.5959600000000003,1.2205400000000002,0.6335666666666666,1.8830400000000003,full,little,highlight,False
S057,0,9,overworld,12,3,0.0,0.7142857142857143,1.8542571428571428,1.0351142857142857,0.6335666666666666,1.8830400000000003,full,a_lot,highlight,False
S057,0,10,deep,12,3,0.0,,0.6179333333333333,1.0351142857142857,0.6335666666666666,1.5740733333333334,partial,none,,False
S057,0,11,cave,8,2,1.0,-0.4285714285714286,1.0801399999999999,1.0351142857142857,0.6202099999999999,1.5740733333333334,full,a_lot,consider,False
S057,0,12,cave,4,1,4.0,-1.0,1.8801400000000001,1.0351142857142857,0.9735199999999999,1.5740733333333334,full,little,consider,False
S057,0,13,overworld,12,3,4.0,,2.3310888888888885,1.154322222222222,0.9735199999999999,1.5740733333333334,full,none,,False
S057,0,14,overworld,12,3,0.0,,1.9072545454545453,1.0483636363636364,0.9735199999999999,1.5740733333333334,partial,none,,False
S057,0,15,deep,4,1,1.0,-0.5,1.2846,1.0483636363636364,0.9735199999999999,1.4317733333333333,full,little,highlight,False
S057,0,16,cave,4,1,1.0,,1.6286714285714285,1.0483636363636364,0.9106528571428572,1.4317733333333333,partial,none,,False
S057,0,17,cave,4,1,3.0,,1.933411111111111,1.0483636363636364,0.9868377777777777,1.4317733333333333,partial,none,,False
S057,0,18,deep,8,2,3.0,,2.264828571428571,1.0483636363636364,0.9868377777777777,1.505290476190476,partial,none,,False
S057,0,19,deep,8,2,0.0,,1.761533333333333,1.0483636363636364,0.9868377777777777,1.3794666666666666,partial,none,,False
S057,0,20,deep,4,1,4.0,,2.37076,1.0483636363636364,0.9868377777777777,1.6510066666666665,partial,none,,False
S057,0,21,deep,8,2,0.0,2.125,1.4412545454545451,1.0483636363636364,0.9868377777777777,1.5709369696969697,full,a_lot,highlight,False
S057,0,22,overworld,12,3,2.0,,1.921523076923077,1.0519307692307693,0.9868377777777777,1.5709369696969697,partial,none,,False
S057,0,23,deep,0,0,4.0,,3.2845999999999997,1.0519307692307693,0.9868377777777777,1.9286369696969696,partial,none,,False
S057,0,24,overworld,10,2,0.0,0.0,0.3266,0.8886307692307692,0.9868377777777777,1.9286369696969696,full,little,consider,False
S057,0,25,cave,4,1,2.0,-0.8571428571428572,1.945518181818182,0.8886307692307692,0.9898645454545454,1.9286369696969696,full,a_lot,consider,False
S057,0,26,deep,5,1,4.0,-1.1428571428571428,2.836257142857143,0.8886307692307692,0.9898645454545454,2.0450112554112554,full,a_lot,consider,False
S057,0,27,cave,4,1,0.0,,1.6462076923076925,0.8886307692307692,0.9150369230769231,2.0450112554112554,partial,none,,True
S057,0,28,cave,8,2,0.0,,0.7715285714285713,0.8886307692307692,0.8378840659340658,2.0450112554112554,partial,none,,True
S057,0,29,deep,4,1,4.0,,3.0948666666666664,0.8886307692307692,0.8378840659340658,2.1096636363636363,partial,none,,False
S057,0,30,overworld,0,0,1.0,1.0,0.9932666666666666,0.8919974358974359,0.8378840659340658,2.1096636363636363,full,little,consider,False
S057,0,31,overworld,14,3,2.0,-1.8571428571428572,1.9319866666666667,0.8946133333333333,0.8378840659340658,2.1096636363636363,full,a_lot,consider,False
S057,0,32,deep,4,1,0.0,,2.5321636363636366,0.8946133333333333,0.8378840659340658,1.9689878787878787,partial,none,,False
S057,0,33,overworld,12,3,2.0,,1.9399882352941176,0.896613725490196,0.8378840659340658,1.9689878787878787,partial,none,,False
S057,0,34,cave,12,3,3.0,,1.4801400000000002,0.896613725490196,1.091194065934066,1.9689878787878787,partial,none,,False
S057,0,35,cave,12,3,2.0,,1.6286714285714285,0.896613725490196,1.128326923076923,1.9689878787878787,partial,none,,False
S057,0,36,overworld,0,0,0.0,,0.59596,0.7972870588235295,1.128326923076923,1.9689878787878787,partial,none,,False
S057,0,37,deep,0,0,0.0,,1.97076,0.7972870588235295,1.128326923076923,1.6405278787878788,full,none,,False
S057,0,38,overworld,12,3,1.0,,1.8410421052631576,0.7725505263157895,1.128326923076923,1.6405278787878788,partial,none,,False
S057,0,39,overworld,12,3,2.0,-1.25,1.856180952380952,0.776335238095238,1.128326923076923,1.6405278787878788,full,a_lot,highlight,False
S057,0,40,overworld,12,3,1.0,,1.7817304347826082,0.7577226086956521,1.128326923076923,1.6405278787878788,partial,none,,False
S057,0,41,cave,4,1,1.0,-0.5,1.5600466666666666,0.7577226086956521,1.1067866666666666,1.6405278787878788,full,little,highlight,False
S057,0,42,deep,4,1,3.0,-0.5714285714285716,2.6041384615384624,0.7577226086956521,1.1067866666666666,1.6585215850815853,full,a_lot,highlight,False
S057,0,43,deep,4,1,0.0,0.5,2.256920000000001,0.7577226086956521,1.1067866666666666,1.57171696969697,full,little,highlight,False
S057,0,44,overworld,12,3,0.0,,1.6391919999999995,0.7220879999999998,1.1067866666666666,1.57171696969697,full,none,,False
S057,0,45,deep,4,1,0.0,,1.9914000000000007,0.7220879999999998,1.1067866666666666,1.5053369696969698,partial,none,,False
S057,0,46,cave,4,1,0.0,,1.3765117647058824,0.7220879999999998,1.0609029411764705,1.5053369696969698,partial,none,,False
S057,0,47,cave,12,3,1.0,,1.4889666666666665,0.7220879999999998,1.02597675070028,1.5053369696969698,partial,none,,False
S057,0,48,cave,4,1,0.0,1.25,1.231615789473684,0.7220879999999998,0.9897527568922304,1.5053369696969698,full,a_lot,highlight,False
S057,0,49,overworld,4,1,1.0,-1.0,0.59596,0.7894279999999999,0.9897527568922304,1.5053369696969698,full,little,highlight,False
S057,0,50,cave,4,1,3.0,,1.400033333333333,0.7894279999999999,1.0318571428571426,1.5053369696969698,partial,none,,False
S057,0,51,overworld,12,3,4.0,,1.8140666666666663,0.8331466666666666,1.0318571428571426,1.5053369696969698,partial,none,,False
S057,0,52,cave,12,3,3.0,-1.7142857142857142,1.7637,0.8331466666666666,1.100540476190476,1.5053369696969698,full,a_lot,highlight,False
S057,0,53,deep,0,0,0.0,,1.4076857142857142,0.8331466666666666,1.100540476190476,1.3645683982683983,partial,none,,True
S057,0,54,cave,8,2,0.0,,0.6000777777777777,0.8331466666666666,1.0576777777777777,1.3645683982683983,full,none,,False
S057,0,55,overworld,12,3,0.0,,1.6889586206896547,0.8018696551724137,1.0576777777777777,1.3645683982683983,partial,none,,False
S057,0,56,cave,12,3,1.0,,1.6462076923076925,0.8018696551724137,1.0283047008547008,1.3645683982683983,partial,none,,False
S057,0,57,deep,4,1,3.0,-2.428571428571429,2.097568421052632,0.8018696551724137,1.0283047008547008,1.3911105035315563,full,a_lot,consider,False
S057,0,58,overworld,8,2,2.0,,0.9959600000000001,0.9692096551724138,1.0283047008547008,1.3911105035315563,partial,none,,False
S057,0,59,cave,4,1,0.0,,1.2782913043478257,0.9692096551724138,0.9978691936083239,1.3911105035315563,partial,none,,False
S057,0,60,deep,4,1,3.0,,2.183514285714286,0.9692096551724138,0.9978691936083239,1.4125969696969698,full,none,,False
S057,0,61,overworld,12,3,0.0,,1.5799935483870964,0.9419683870967741,0.9978691936083239,1.4125969696969698,partial,none,,True
S057,0,62,deep,1,0,0.0,3.0,1.0948666666666667,0.9419683870967741,0.9978691936083239,1.334392207792208,full,little,consider,False
S057,0,63,deep,12,3,0.0,,0.37076000000000003,0.9419683870967741,0.9978691936083239,1.2725988744588745,partial,none,,True
S057,0,64,overworld,8,2,1.0,0.0,0.9971142857142856,0.9422569585253455,0.9978691936083239,1.2725988744588745,full,a_lot,consider,False
S057,0,65,deep,4,1,1.0,,2.0806000000000004,0.9422569585253455,0.9978691936083239,1.246870303030303,partial,none,,False
S058,0,0,cave,8,2,0.0,,0.4669,0.9798,1.1672500000000001,1.8538000000000001,partial,none,,False
S058,0,1,deep,12,3,4.0,,3.2845999999999997,0.9798,1.1672500000000001,2.2115,partial,none,,False
S058,0,2,deep,0,0,3.0,-1.1428571428571428,2.6179333333333332,0.9798,1.1672500000000001,2.402533333333333,full,a_lot,consider,False
S058,0,3,cave,12,3,0.0,,0.4669,0.9798,0.9338,2.402533333333333,partial,none,,False
S058,0,4,overworld,4,1,1.0,,0.9932666666666666,0.9831666666666666,0.9338,2.402533333333333,partial,none,,False
S058,0,5,cave,0,0,0.0,,0.4669,0.9831666666666666,0.7003499999999999,2.402533333333333,partial,none,,True
S058,0,6,deep,12,3,4.0,,3.57076,0.9831666666666666,0.7003499999999999,2.474073333333333,partial,none,,False
S058,0,7,cave,8,2,0.0,,0.28014,0.9831666666666666,0.6536599999999999,2.474073333333333,partial,none,,False
S058,0,8,cave,4,1,0.0,,0.4669,0.9831666666666666,0.42021,2.474073333333333,partial,none,,False
S058,0,9,overworld,0,0,2.0,,1.6599333333333333,1.1532,0.42021,2.474073333333333,partial,none,,False
S058,0,10,overworld,0,0,0.0,,0.9959600000000001,0.9872066666666667,0.42021,2.474073333333333,full,none,,False
S058,0,11,overworld,4,1,2.0,,1.39596,1.0878800000000002,0.42021,2.474073333333333,partial,none,,False
S058,0,12,overworld,13,3,0.0,1.1428571428571428,0.3266,0.9245800000000001,0.42021,2.474073333333333,full,a_lot,consider,False
S058,0,13,overworld,7,1,0.0,1.0,0.9971142857142858,0.8248685714285715,0.42021,2.474073333333333,full,little,consider,False
S058,0,14,deep,12,3,0.0,1.625,2.550542857142857,0.8248685714285715,0.42021,2.2190190476190472,full,a_lot,highlight,False
S058,0,15,overworld,0,0,0.0,0.0,0.7113999999999999,0.7537285714285714,0.42021,2.2190190476190472,full,little,highlight,False
S058,0,16,overworld,0,0,1.0,0.1428571428571428,0.7755333333333332,0.7697619047619048,0.42021,2.2190190476190472,full,a_lot,highlight,False
S058,0,17,deep,8,2,0.0,,0.6179333333333333,0.7697619047619048,0.42021,1.9100523809523806,partial,none,,False
S058,0,18,cave,0,0,2.0,0.0,1.08014,0.7697619047619048,0.57352,1.9100523809523806,full,little,consider,False
S058,0,19,deep,0,0,0.0,,1.57076,0.7697619047619048,0.57352,1.6482590476190477,partial,none,,False
S058,0,20,deep,4,1,0.0,1.0,0.6179333333333333,0.7697619047619048,0.57352,1.3392923809523807,full,little,highlight,False
S058,0,21,overworld,12,3,1.0,,0.59596,0.8371019047619048,0.57352,1.3392923809523807,partial,none,,False
S058,0,22,cave,0,0,0.0,,0.7715285714285715,0.8371019047619048,0.4963671428571429,1.3392923809523807,partial,none,,False
S058,0,23,overworld,8,2,0.0,,0.3266,0.6738019047619048,0.4963671428571429,1.3392923809523807,partial,none,,True
S058,0,24,cave,12,3,2.0,,1.08014,0.6738019047619048,0.6496771428571428,1.3392923809523807,full,none,,False
S058,0,25,cave,4,1,2.0,,1.08014,0.6738019047619048,0.8029871428571429,1.3392923809523807,partial,none,,False
S058,0,26,overworld,12,3,0.0,0.0,0.4256857142857143,0.6312333333333333,0.8029871428571429,1.3392923809523807,full,little,highlight,False
S058,0,27,overworld,4,1,0.0,,0.7755333333333334,0.5758380952380953,0.8029871428571429,1.3392923809523807,partial,none,,False
S058,0,28,cave,12,3,4.0,,1.9143857142857144,0.5758380952380953,1.0115485714285715,1.3392923809523807,partial,none,,False
S058,0,29,overworld,4,1,2.0,-2.0,0.9981636363636365,0.6314956709956709,1.0115485714285715,1.3392923809523807,full,little,consider,False
